,cart_id,customer_id,product_id,product_amount,product_price
78,7,8,10,9,"$6,453.73"
79,1,0,7,10,"$6,778.51"
80,1,7,4,7,$535.12
81,7,6,6,5,$13.15
82,4,1,1,8,"$25,399.13"
83,9,6,7,13,$7.90
84,4,6,1,10,"$9,529.48"
85,7,9,2,8,$6.14
86,9,9,0,12,$625.54
87,6,10,2,19,$29.06
88,5,5,9,15,"$32,875.65"
89,10,4,0,18,$308.62
90,0,3,8,7,"$2,211.21"
91,1,5,9,20,$24.72
92,2,0,5,9,$9.05
93,2,8,7,2,"$6,673.99"
94,6,2,1,20,$914.15
95,3,6,8,9,$360.49
96,8,2,9,12,"$76,664.35"
97,10,1,2,6,$1.98
98,0,5,6,20,$9.51
99,3,6,8,12,$8.06
100,0,10,1,15,$567.08
101,2,0,0,10,"$2,267.63"
102,3,3,0,9,"$7,384.62"
103,4,3,1,12,$785.71
104,1,3,3,18,$854.69
105,10,3,8,18,$69.31
106,7,4,7,13,"$1,438.62"
107,1,3,7,1,$355.44
108,10,4,6,15,$84.98
109,8,5,1,12,"$57,920.95"
110,5,4,3,14,"$8,037.98"
111,3,4,3,4,$868.44
112,8,8,0,7,"$86,513.28"
113,3,1,4,6,$22.30
114,2,4,3,8,$21.88
115,5,1,4,17,$26.74
116,7,9,1,2,$3.68
117,5,1,6,5,$22.63
118,1,6,1,14,$891.21
119,0,10,10,2,"$6,024.56"
120,5,7,9,5,"$4,314.97"
121,6,9,5,7,$880.76
122,5,7,5,7,"$8,056.07"
123,5,2,2,1,$189.02
124,4,1,1,15,"$26,007.08"
125,2,0,2,1,$71.86
126,0,9,9,18,$939.02
127,10,8,5,7,$483.70
128,0,9,9,6,$77.43
129,3,3,5,8,"$5,110.88"
130,9,3,7,4,$44.38
131,5,3,3,1,$23.61
132,10,2,2,3,$992.52
133,4,3,4,19,$625.18
134,4,8,2,5,"$1,763.29"
135,2,5,4,8,$252.86
136,2,0,9,6,$691.97
137,4,5,3,20,"$83,561.60"
138,4,2,5,3,"$46,524.72"
139,7,3,8,5,$58.68
140,6,8,6,16,$28.34
141,5,5,6,4,$76.23
142,5,3,1,17,$30.33
143,2,3,0,6,$6.51
144,3,7,8,8,$983.23
145,8,2,9,7,$81.08
146,4,10,8,18,$9.17
147,1,10,2,15,$10.96
148,3,3,7,17,$3.87
149,0,8,1,6,"$80,951.32"
150,0,6,6,6,"$9,708.19"
151,8,5,3,2,$95.41
152,9,4,3,3,"$59,085.19"
153,0,10,4,1,$343.46
154,8,6,8,6,$3.87
155,4,6,2,3,"$4,943.91"
156,10,2,9,15,"$26,933.25"
157,8,7,1,15,"$1,352.72"
158,8,3,7,15,$89.40
159,0,9,8,9,$211.05
160,8,1,2,5,$42.66
161,1,7,9,17,$109.52
162,10,9,3,3,"$9,920.51"
163,5,0,1,20,$570.46
164,8,3,10,20,$656.31
165,7,3,9,6,"$8,293.33"
166,4,7,1,15,$379.88
167,0,0,10,1,"$9,043.64"
168,10,9,4,8,"$62,014.93"
169,4,10,10,4,$31.79
170,6,4,1,12,"$7,929.49"
171,2,2,7,7,"$5,165.45"
172,1,1,2,18,$8.96
173,10,7,6,11,"$2,588.78"
174,8,10,3,17,$0.81
175,5,4,8,16,$7.14
176,8,5,1,2,$0.76
177,1,2,1,17,$0.54
178,7,2,7,12,$62.45
179,8,3,4,1,"$12,959.75"
180,3,8,1,12,"$8,375.21"
181,9,5,1,15,"$26,777.80"
182,4,5,2,9,"$1,365.10"
183,6,4,2,17,$5.71
184,10,2,3,20,$0.01
185,7,5,2,6,$96.55
186,2,9,0,8,"$85,684.05"
187,4,7,9,11,$0.37
188,8,6,8,7,$86.01
189,7,3,8,16,$32.23
190,6,2,3,16,"$18,192.15"
191,8,8,9,16,$686.82
192,0,3,5,2,$7.64
193,8,7,10,20,$33.57
194,7,3,7,7,"$5,503.95"
195,0,0,10,1,$253.99
196,0,8,5,1,$468.60
197,3,1,9,11,$84.59
198,6,1,10,14,$31.22
199,7,7,10,20,$9.85
200,1,9,2,9,$283.85
201,0,4,1,18,$321.86
202,0,3,3,8,"$42,049.37"
203,10,5,7,13,"$29,896.02"
204,3,7,2,10,$7.58
205,5,8,5,1,$59.87
206,1,6,1,7,$153.86
207,4,9,8,19,$30.58
208,8,1,9,9,$2.37
209,7,3,1,12,"$7,840.82"
210,3,2,3,6,$26.85
211,10,5,1,2,$1.52
212,8,3,6,14,$57.50
213,7,1,9,16,"$4,155.44"
214,3,1,1,14,$0.90
215,7,9,7,18,"$5,694.40"
216,2,3,5,16,"$3,136.03"
217,0,10,10,8,$50.79
218,5,10,0,15,$66.65
219,10,10,3,13,$415.59
220,0,1,7,9,"$5,873.98"
221,5,0,7,9,"$43,713.17"
222,3,4,9,9,$87.62
223,9,5,3,16,$6.88
224,0,6,6,1,$90.00
225,6,9,8,11,"$75,170.31"
226,2,6,5,3,"$18,841.10"
227,6,7,6,14,"$98,237.85"
228,3,4,1,15,"$28,534.40"
229,7,6,8,11,"$9,426.98"
230,10,10,0,10,$14.65
231,3,9,5,4,"$14,560.72"
232,3,10,0,10,$402.44
233,8,7,2,7,$47.49
234,4,8,7,18,$64.01
235,2,4,9,17,$5.29
236,6,8,0,19,$727.24
237,2,9,1,3,"$75,695.62"
238,0,1,9,11,$5.63
239,9,10,9,17,$653.24
240,6,2,3,3,$2.58
241,0,1,7,6,"$26,102.89"
242,4,10,8,17,$43.23
243,8,8,9,15,$3.55
244,2,10,2,6,"$3,232.20"
245,8,10,8,12,$87.80
246,0,6,6,7,$9.89
247,2,2,1,7,"$1,515.80"
248,0,1,3,11,$97.05
249,9,10,3,8,$3.49
250,7,8,8,5,$62.79
251,9,10,8,4,"$16,493.51"
252,1,4,9,6,"$9,179.92"
253,6,8,10,19,"$15,420.68"
254,8,9,3,5,"$8,804.76"
255,0,5,0,15,$376.45
256,4,5,4,16,$914.06
257,9,0,3,17,"$2,525.80"
258,5,9,1,4,"$83,444.43"
259,8,3,7,4,$65.54
260,1,4,4,8,"$16,161.39"
261,5,3,2,3,$83.08
262,3,2,6,8,$527.30
263,8,6,4,7,$245.44
264,7,6,9,4,"$2,432.46"
265,9,7,4,13,$25.70
266,2,0,4,9,$678.42
267,6,0,9,2,$7.94
268,3,2,6,20,$103.48
269,10,6,1,16,$610.53
270,3,3,0,7,"$98,317.33"
271,0,9,4,13,$568.71
272,9,5,3,8,$80.62
273,2,8,10,20,$0.37
274,4,0,10,14,"$76,632.02"
275,3,8,1,13,"$3,459.85"
276,2,6,6,4,"$51,858.01"
277,10,10,4,20,$2.81
278,8,7,5,19,$379.65
279,1,0,6,14,$769.12
280,6,5,1,20,$1.63
281,5,0,6,14,"$6,891.30"
282,6,7,5,18,$9.56
283,5,7,7,1,"$29,060.55"
284,0,4,4,11,"$7,903.36"
285,1,6,2,9,$941.22
286,4,5,4,14,$238.73
287,6,1,9,18,$914.40
288,5,3,10,8,"$5,525.99"
289,7,1,5,10,$58.31
290,9,4,3,19,$94.92
291,2,3,3,10,"$6,196.28"
292,5,0,7,5,"$8,848.31"
293,9,8,1,16,$23.27
294,10,10,10,2,$1.51
295,5,2,7,13,"$1,872.09"
296,10,6,8,12,$7.70
297,8,5,3,6,$44.55
298,1,1,7,16,"$6,245.82"
299,0,10,3,3,"$8,387.09"
300,2,4,6,14,$532.50
301,8,2,5,10,$43.40
302,7,4,4,13,$33.90
303,5,6,8,9,$775.07
304,1,5,3,20,"$18,828.20"
305,1,10,1,9,"$8,792.22"
306,9,8,5,6,$464.50
307,8,7,9,7,$801.84
308,3,6,0,5,$2.31
309,5,8,0,13,$9.63
310,1,10,5,2,$5.92
311,4,2,10,19,"$5,249.31"
312,2,1,10,14,$82.21
313,5,7,5,16,$70.24
314,5,9,8,9,$38.28
315,10,5,2,5,"$73,896.43"
316,9,8,2,4,$13.53
317,8,10,2,8,"$7,328.33"
318,9,2,5,2,"$7,004.10"
319,5,0,9,13,$45.05
320,8,3,4,1,"$9,729.92"
321,10,5,9,13,$85.64
322,6,9,1,10,$53.34
323,3,0,5,17,$593.09
324,3,1,10,11,"$71,404.75"
325,1,10,1,10,"$9,694.44"
326,0,8,3,3,$2.46
327,1,2,3,10,$205.43
328,6,9,0,9,$1.49
329,7,10,10,11,"$54,898.03"
330,1,9,5,12,"$1,323.03"
331,9,8,5,7,"$58,574.82"
332,6,4,1,13,"$1,380.40"
333,9,9,6,6,$71.10
334,9,4,7,19,"$4,845.07"
335,1,4,5,15,"$61,386.57"
336,3,10,4,19,$4.14
337,3,10,10,6,$6.83
338,7,6,3,16,"$3,591.71"
339,4,1,4,12,"$8,763.36"
340,5,7,0,15,$634.09
341,10,2,0,17,$33.27
342,0,8,1,20,"$8,448.52"
343,4,2,0,11,"$3,863.18"
344,9,2,0,2,"$49,162.89"
345,3,5,3,17,$7.95
346,2,0,4,1,$8.23
347,1,4,10,7,$29.94
348,9,5,10,20,"$9,088.32"
349,2,1,6,19,"$3,869.33"
350,8,8,9,3,$9.76
351,9,9,10,3,"$5,689.42"
352,3,6,8,1,$4.53
353,1,2,1,6,$49.48
354,5,1,10,1,"$66,917.70"
355,8,1,3,20,$6.00
356,5,3,8,2,$768.13
357,3,3,3,2,"$6,003.97"
358,5,10,8,11,"$6,812.21"
359,2,5,10,18,"$62,737.45"
360,8,0,9,3,$18.40
361,5,6,0,15,"$20,179.90"
362,0,4,0,18,"$98,714.41"
363,9,9,1,12,"$4,512.81"
364,6,3,9,12,$50.23
365,9,7,10,15,"$4,481.76"
366,0,0,6,13,$257.65
367,10,10,9,20,"$52,455.90"
368,2,0,0,7,$34.53
369,0,3,7,6,$3.25
370,4,8,1,10,$413.09
371,10,2,6,9,"$32,543.04"
372,1,6,9,1,"$6,696.23"
373,1,0,10,10,"$87,122.59"
374,3,7,0,3,$39.66
375,3,0,1,12,$431.25
376,6,0,5,9,"$5,521.49"
377,3,4,4,16,"$48,004.19"
378,4,1,9,20,"$2,664.20"
379,3,5,2,13,"$9,447.87"
380,1,2,1,16,"$9,561.92"
381,4,7,1,9,$8.37
382,0,1,2,7,$500.69
383,4,10,2,4,$66.43
384,8,4,3,20,$7.19
385,7,2,6,13,$672.63
386,8,7,4,16,$4.57
387,9,6,9,1,$54.86
388,8,7,10,9,$4.82
389,1,8,9,10,$88.91
390,5,5,8,18,"$45,077.99"
391,3,1,10,11,"$85,690.66"
392,6,5,3,16,$248.46
393,5,1,8,3,$8.56
394,6,9,1,7,"$33,560.50"
395,5,10,10,15,$48.54
396,8,4,8,18,$22.99
397,3,10,7,18,"$5,474.25"
398,4,1,0,8,$826.37
399,3,6,10,18,"$3,269.16"
400,0,5,6,5,$59.91
401,2,5,2,13,"$54,666.62"
402,0,2,8,8,$1.47
403,7,9,4,10,$3.76
404,2,8,8,1,$71.93
405,10,6,3,14,"$9,100.96"
406,1,0,0,15,"$67,205.99"
407,4,6,2,5,$675.21
408,0,7,10,8,$425.09
409,9,9,7,17,$465.51
410,7,8,0,16,"$6,729.79"
411,6,10,8,13,$118.34
412,7,2,4,11,"$92,242.94"
413,2,7,5,18,"$3,122.89"
414,0,6,5,15,$47.09
415,6,1,4,12,"$1,185.79"
416,7,9,7,17,$466.93
417,0,8,4,14,$376.83
418,3,6,9,6,"$4,665.44"
419,7,4,6,12,"$3,303.87"
420,6,10,9,6,$0.67
421,6,3,3,14,$6.24
422,10,1,6,18,$4.59
423,3,5,9,16,$7.50
424,7,5,3,9,$59.76
425,4,7,1,6,"$52,742.02"
426,10,2,8,10,$4.76
427,0,3,6,6,$304.14
428,6,0,0,2,"$9,713.91"
429,1,9,3,13,"$38,556.69"
430,10,9,1,4,$80.63
431,9,0,0,8,$7.07
432,10,2,8,7,$60.88
433,4,3,10,4,$5.12
434,9,8,1,14,$931.68
435,9,9,4,15,$3.01
436,5,7,6,5,$2.45
437,6,8,9,10,"$3,352.34"
438,9,1,5,12,"$5,778.01"
439,8,0,5,16,$25.51
440,6,0,6,14,$654.67
441,2,1,8,4,"$1,869.79"
442,7,8,6,6,$73.01
443,2,10,3,1,$321.95
444,5,10,5,6,$9.96
445,9,3,2,17,"$9,773.82"
446,4,9,1,17,$6.72
447,10,9,3,16,"$5,554.88"
448,6,10,3,20,"$21,718.37"
449,5,10,6,1,"$43,114.20"
450,7,8,7,10,"$22,822.86"
451,7,3,10,6,$90.16
452,8,6,5,16,$67.38
453,8,8,4,7,$371.33
454,2,0,8,11,$4.16
455,0,5,4,12,"$1,401.06"
456,7,1,7,13,$7.94
457,1,2,5,4,$8.83
458,5,9,2,5,$444.99
459,3,3,3,14,"$3,228.41"
460,6,9,9,15,"$4,734.48"
461,4,9,3,3,"$62,691.27"
462,10,1,2,1,$238.37
463,7,0,10,4,$54.49
464,3,1,2,4,$25.24
465,4,10,7,7,"$24,189.06"
466,0,8,0,15,"$46,645.21"
467,6,3,2,11,$903.78
468,6,3,10,2,"$23,552.06"
469,9,5,0,14,$61.92
470,2,7,6,3,"$78,593.16"
471,5,6,2,10,$447.97
472,0,3,10,12,$7.18
473,8,3,6,6,"$77,396.30"
474,6,4,10,5,$12.91
475,10,4,0,2,$5.05
476,9,6,0,20,"$1,113.79"
477,8,2,8,9,$550.41
478,9,4,5,3,$0.01
479,2,2,5,20,$993.64
480,5,6,3,15,"$56,790.42"
481,10,4,9,16,"$3,407.58"
482,2,1,5,16,$903.12
483,3,7,6,2,$7.71
484,9,4,10,17,$67.62
485,7,3,7,12,"$55,291.74"
486,1,3,2,18,$44.69
487,1,0,10,13,"$84,883.60"
488,3,7,1,6,$488.70
489,10,9,4,5,"$7,645.91"
490,5,2,0,17,$18.34
491,3,8,5,18,$71.49
492,7,10,3,5,$2.74
493,10,6,1,14,$733.45
494,8,6,9,16,$8.78
495,4,4,10,10,"$17,650.51"
496,5,4,4,4,"$79,260.08"
497,8,3,0,15,"$73,437.84"
498,5,7,3,14,"$4,211.11"
499,7,9,8,8,"$30,272.44"
500,8,4,5,3,$33.56
501,5,5,1,4,$82.87
502,0,2,8,7,"$1,972.40"
503,10,5,2,18,"$72,085.50"
504,0,4,0,9,"$52,661.74"
505,7,10,7,4,$48.19
506,8,10,4,12,$6.56
507,1,10,2,7,$0.08
508,4,3,7,15,"$50,397.21"
509,10,2,4,18,$710.14
510,4,4,10,7,$10.26
511,8,10,1,5,$662.68
512,6,5,3,14,"$7,865.95"
513,8,2,1,3,$582.49
514,9,3,1,14,"$7,902.19"
515,3,1,8,7,$841.61
516,0,4,3,11,"$21,912.17"
517,1,3,4,19,"$33,900.55"
518,6,9,0,18,$352.93
519,0,5,7,10,$9.07
520,7,3,7,6,"$9,440.99"
521,8,9,7,9,"$43,146.29"
522,1,6,7,16,$502.87
523,6,10,3,15,"$1,382.88"
524,3,4,3,15,$68.96
525,5,1,9,18,"$6,316.80"
526,2,6,10,15,"$90,814.59"
527,10,10,0,16,$48.01
528,9,2,0,12,$48.90
529,1,5,5,18,$148.01
530,6,10,0,20,$78.55
531,5,10,8,13,"$6,175.46"
532,7,4,10,14,"$6,366.26"
533,4,7,3,1,"$1,633.74"
534,5,6,1,9,"$78,722.09"
535,1,5,2,3,$7.93
536,1,10,0,13,$41.98
537,4,6,7,11,"$4,893.29"
538,7,10,9,6,$34.65
539,8,8,3,15,"$5,829.43"
540,0,10,8,9,$424.06
541,8,10,9,19,$65.85
542,5,0,0,4,"$4,611.87"
543,9,5,6,6,$8.61
544,6,3,10,14,"$6,425.69"
545,4,7,0,4,$86.10
546,5,6,0,12,"$9,472.97"
547,10,8,8,2,$1.36
548,0,4,1,2,$38.54
549,7,1,8,13,"$9,270.88"
550,0,2,0,12,$18.00
551,8,9,9,4,"$64,997.69"
552,2,6,7,6,"$70,970.06"
553,1,2,9,18,$9.85
554,1,8,0,9,$5.21
555,7,10,10,11,"$65,908.73"
556,4,8,0,15,$8.06
557,9,4,7,7,$273.00
558,8,4,4,11,$38.33
559,5,3,1,9,"$13,883.38"
560,5,1,3,1,"$46,201.07"
561,4,7,5,7,$492.33
562,10,3,2,7,"$37,710.64"
563,1,1,2,5,$453.47
564,6,0,1,7,$169.93
565,2,8,9,20,$10.56
566,10,4,7,8,"$3,133.38"
567,5,10,6,5,$83.74
568,0,3,0,4,$78.97
569,7,9,2,14,$917.70
570,9,1,4,19,$624.69
571,4,0,6,18,$90.79
572,4,8,1,19,$3.51
573,10,6,1,3,$6.35
574,2,8,5,12,"$17,079.42"
575,4,9,7,15,$523.77
576,3,3,8,17,$77.99
577,0,5,2,10,"$95,126.93"
578,7,2,8,9,$0.86
579,6,10,5,18,"$3,672.73"
580,3,8,2,6,$56.17
581,10,10,3,3,"$12,181.96"
582,1,4,1,9,$49.68
583,10,4,4,3,$49.95
584,3,2,6,4,$44.46
585,10,1,5,16,$3.65
586,0,6,5,4,$62.35
587,6,10,2,18,"$2,242.14"
588,5,2,10,4,"$5,054.17"
589,6,4,9,15,$32.07
590,3,2,2,8,$2.13
591,7,10,4,19,"$5,504.75"
592,5,1,4,16,$98.58
593,5,0,10,18,$77.08
594,8,9,7,4,"$22,740.97"
595,5,10,10,19,"$45,270.77"
596,7,10,2,6,$524.04
597,2,5,5,14,"$66,750.94"
598,6,0,7,8,$150.29
599,7,5,2,5,$499.24
600,5,6,7,1,$831.33
601,1,1,6,13,$79.40
602,2,1,9,6,"$27,684.20"
603,4,1,2,5,$65.99
604,5,8,7,6,$7.28
605,9,0,1,11,"$64,905.38"
606,2,5,9,15,$260.93
607,9,6,6,15,$731.23
608,1,3,10,8,$5.17
609,10,5,10,16,"$7,300.61"
610,3,8,0,7,$19.77
611,4,3,5,15,"$55,814.80"
612,3,2,7,16,$79.83
613,10,8,5,17,$47.20
614,0,6,7,8,"$2,800.14"
615,5,10,6,20,"$90,904.00"
616,9,10,9,7,$1.31
617,7,6,10,18,"$9,191.07"
618,1,8,3,8,$81.03
619,8,4,8,17,$7.59
620,0,7,8,17,$40.20
621,3,3,0,14,$0.91
622,3,0,5,14,"$6,065.78"
623,9,4,4,16,$83.78
624,2,0,5,9,"$4,844.37"
625,10,7,4,18,$7.59
626,1,7,3,2,$986.27
627,0,4,6,13,"$38,396.94"
628,9,3,2,18,$25.89
629,1,0,3,3,$21.49
630,6,5,9,12,"$4,319.67"
631,1,1,5,12,$0.76
632,5,5,1,10,"$74,492.30"
633,0,0,2,1,$88.15
634,10,3,7,11,$50.89
635,6,1,10,13,$6.62
636,0,2,3,14,"$76,343.72"
637,3,8,8,20,"$54,308.93"
638,2,1,5,9,$532.67
639,6,8,9,3,"$87,261.22"
640,3,0,3,13,$608.74
641,9,10,7,1,"$71,897.82"
642,5,9,3,1,$0.81
643,3,9,5,9,"$4,993.62"
644,0,7,6,17,"$8,545.25"
645,10,4,3,14,$917.07
646,10,1,10,17,$3.15
647,2,6,6,11,"$72,446.62"
648,7,5,8,1,$2.83
649,1,4,4,11,"$62,927.02"
650,1,4,9,19,$802.93
651,8,6,3,3,$0.09
652,1,1,8,19,$469.94
653,6,10,9,20,"$3,708.51"
654,0,9,5,9,$8.30
655,6,5,10,20,$6.12
656,6,7,8,9,$60.50
657,8,6,5,15,$4.18
658,2,10,1,15,$43.09
659,6,0,2,7,$9.16
660,1,4,9,15,"$2,906.96"
661,4,3,6,10,$79.55
662,8,2,2,10,"$9,350.43"
663,0,1,1,7,"$7,487.96"
664,0,1,6,12,"$9,466.62"
665,1,4,3,20,"$10,942.77"
666,3,10,9,13,"$3,946.54"
667,5,3,10,2,$2.77
668,2,6,3,3,$4.03
669,1,6,1,5,$30.11
670,4,5,0,16,"$6,082.22"
671,8,3,2,1,"$14,349.61"
672,1,0,5,20,"$10,571.54"
673,1,9,5,4,$352.89
674,4,2,4,9,"$98,223.68"
675,9,8,0,7,"$2,511.98"
676,2,10,2,3,$33.38
677,1,1,9,12,"$87,500.06"
678,0,10,9,4,"$5,612.70"
679,9,5,7,19,"$32,451.53"
680,10,0,9,14,$87.68
681,6,6,1,14,"$5,649.08"
682,0,1,1,13,$25.67
683,7,1,0,9,$58.85
684,0,2,6,11,"$4,895.89"
685,9,7,9,1,$724.30
686,7,3,0,2,$69.53
687,9,9,3,1,$27.20
688,6,0,6,12,"$6,370.96"
689,7,9,8,1,"$77,426.17"
690,2,2,5,7,"$18,815.42"
691,6,7,10,14,$0.22
692,8,7,7,11,"$34,410.52"
693,0,6,4,8,$330.15
694,6,8,3,16,$573.91
695,1,9,7,1,$9.67
696,2,0,3,11,$789.64
697,4,10,9,13,"$37,657.34"
698,2,10,5,2,$7.63
699,4,4,4,9,"$17,194.26"
700,7,0,10,10,$132.01
701,6,3,4,15,$80.52
702,6,6,7,14,$623.68
703,1,0,3,13,$48.45
704,0,9,3,5,"$4,142.73"
705,9,1,1,11,$934.94
706,10,1,4,16,$815.60
707,5,1,2,1,$511.24
708,0,6,7,2,"$29,557.16"
709,10,10,8,2,"$34,403.43"
710,4,2,8,13,"$94,292.65"
711,4,2,7,1,$69.75
712,5,7,3,5,"$8,838.95"
713,9,10,10,15,"$9,431.94"
714,7,8,10,20,"$6,652.15"
715,3,2,0,2,$46.86
716,8,1,2,5,$567.66
717,6,2,0,18,$88.66
718,2,2,0,18,$93.75
719,7,6,3,14,$0.90
720,0,10,7,3,"$1,782.65"
721,2,4,9,2,$154.54
722,1,2,5,20,$33.96
723,1,5,6,5,$90.53
724,10,3,8,9,$9.87
725,3,0,1,16,$297.98
726,2,10,5,12,"$9,931.00"
727,5,3,2,10,$4.95
728,7,1,7,2,$933.89
729,5,10,2,16,"$86,807.72"
730,0,8,4,6,$6.37
731,7,8,3,13,$28.46
732,8,3,3,13,"$1,089.59"
733,0,0,2,1,"$2,227.97"
734,8,8,8,16,$47.85
735,0,9,1,9,$39.62
736,9,10,6,11,$858.16
737,7,10,9,5,$904.92
738,3,10,4,19,"$67,453.41"
739,9,10,6,9,"$4,814.71"
740,0,5,10,3,$15.38
741,0,4,5,17,"$86,143.13"
742,4,3,1,2,"$90,267.46"
743,1,0,3,13,$982.82
744,3,10,2,13,$123.57
745,6,7,1,2,"$17,931.48"
746,10,8,5,15,"$6,349.26"
747,2,7,5,7,$67.09
748,2,3,3,5,$409.42
749,3,5,2,2,$396.53
750,4,7,2,7,"$9,078.30"
751,9,6,3,5,$8.22
752,10,6,0,13,$7.57
753,1,5,0,19,$4.61
754,4,2,7,7,"$82,470.55"
755,3,8,9,17,$17.92
756,7,4,0,5,"$75,675.88"
757,5,4,9,1,"$68,991.13"
758,1,1,2,19,$374.30
759,6,5,5,8,$403.41
760,7,4,7,5,$982.21
761,7,4,2,13,$3.93
762,3,0,8,12,$1.18
763,7,3,7,8,$874.98
764,0,5,5,3,$77.53
765,8,6,9,19,"$1,424.86"
766,7,2,10,16,"$9,500.98"
767,7,1,4,4,$953.56
768,3,5,6,6,$9.83
769,5,6,2,12,"$9,783.52"
770,9,4,1,16,"$58,415.74"
771,8,4,8,6,"$38,513.85"
772,1,6,8,13,$38.42
773,5,5,0,19,"$5,459.36"
774,1,8,3,18,$8.26
775,1,9,6,11,"$50,032.39"
776,10,9,10,5,"$6,111.70"
777,10,2,2,13,$7.12
778,4,8,1,5,$664.99
779,6,4,6,17,$2.51
780,5,1,7,14,"$2,873.57"
781,4,5,0,4,$7.96
782,3,2,2,8,$89.16
783,5,2,0,1,$91.89
784,7,1,2,5,"$38,866.69"
785,0,10,10,1,$72.96
786,1,9,5,19,$1.96
787,7,0,1,14,$897.16
788,8,3,1,11,$500.82
789,2,5,6,1,$682.71
790,9,4,6,17,"$56,601.91"
791,7,3,5,7,$616.77
792,7,7,10,20,$86.18
793,10,0,5,11,$278.05
794,3,5,4,7,$552.52
795,4,7,1,11,$6.00
796,7,7,7,7,"$86,228.21"
797,9,4,5,11,"$66,251.62"
798,10,0,3,9,"$65,058.87"
799,5,8,10,18,$585.04
800,4,5,10,8,$320.76
801,5,2,7,2,"$17,345.99"
802,3,7,10,14,"$7,954.35"
803,1,7,3,11,$409.73
804,4,6,4,13,$667.21
805,6,7,10,19,"$6,507.79"
806,7,1,5,5,"$21,223.79"
807,3,0,10,18,"$8,677.32"
808,1,6,8,6,$27.06
809,8,6,4,18,$4.53
810,10,4,9,16,"$52,715.19"
811,9,3,9,5,$885.39
812,1,2,3,10,"$53,966.43"
813,7,7,8,11,$47.60
814,4,1,10,13,$97.55
815,2,3,9,2,"$8,002.05"
816,4,3,7,20,$36.03
817,3,7,6,3,$0.76
818,7,0,3,18,$87.43
819,7,1,9,1,"$76,145.23"
820,6,7,7,5,$636.34
821,3,8,0,1,"$6,083.94"
822,5,6,7,16,"$4,763.20"
823,3,0,4,12,"$96,690.75"
824,10,9,1,13,"$37,752.50"
825,8,9,7,4,"$11,893.94"
826,7,10,3,7,"$4,220.01"
827,8,0,4,12,"$6,227.78"
828,5,7,1,15,"$36,960.18"
829,6,10,5,1,"$44,392.84"
830,3,8,10,1,$490.80
831,6,5,0,18,$7.88
832,2,0,8,6,$48.74
833,7,5,1,16,$24.71
834,2,4,4,6,$52.81
835,1,3,7,5,$4.44
836,2,6,2,17,$84.62
837,2,9,4,6,$491.06
838,10,0,1,4,"$4,409.95"
839,10,7,7,11,"$75,435.99"
